Year,Series,Value
2012,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",65.75
2013,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",58.9154
2013,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",55.4847
2013,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",54.7858
2014,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",61.4965
2014,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",69.113
2014,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",59.6583
2015,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",84.3236
2015,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",72.4554
2015,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",68.0588
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",77.7985
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",72.4273
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",71.2615
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",76.961
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",75.5075
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",83.646
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",78.3975
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",72.8801
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",71.6436
2023,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",71.7282
2023,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",72.7394
2023,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND",77.2665
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",66.9999
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",71.2104
2020,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",66.1699
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",81.4435
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",75.0815
2021,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",73.9409
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",71.1382
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",75.9475
2022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC",70.2544
