Year,Series,Value
2022,"Fixed broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)",1.4
2023,"Fixed broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)",1.97
2024,"Fixed broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)",4.04
2002,"Number of fixed broadband subscriptions, by speed (number)",1200.0
2003,"Number of fixed broadband subscriptions, by speed (number)",2383.0
2004,"Number of fixed broadband subscriptions, by speed (number)",7665.0
2005,"Number of fixed broadband subscriptions, by speed (number)",18028.0
2006,"Number of fixed broadband subscriptions, by speed (number)",28926.0
2007,"Number of fixed broadband subscriptions, by speed (number)",38132.0
2008,"Number of fixed broadband subscriptions, by speed (number)",47358.0
2009,"Number of fixed broadband subscriptions, by speed (number)",58720.0
2010,"Number of fixed broadband subscriptions, by speed (number)",78647.0
2011,"Number of fixed broadband subscriptions, by speed (number)",1493.0
2011,"Number of fixed broadband subscriptions, by speed (number)",83612.0
2011,"Number of fixed broadband subscriptions, by speed (number)",92713.0
2011,"Number of fixed broadband subscriptions, by speed (number)",593.0
2012,"Number of fixed broadband subscriptions, by speed (number)",95561.0
2012,"Number of fixed broadband subscriptions, by speed (number)",82558.0
2012,"Number of fixed broadband subscriptions, by speed (number)",12132.0
2012,"Number of fixed broadband subscriptions, by speed (number)",871.0
2013,"Number of fixed broadband subscriptions, by speed (number)",106733.0
2013,"Number of fixed broadband subscriptions, by speed (number)",105825.0
2013,"Number of fixed broadband subscriptions, by speed (number)",906.0
2014,"Number of fixed broadband subscriptions, by speed (number)",1403.0
2014,"Number of fixed broadband subscriptions, by speed (number)",103362.0
2015,"Number of fixed broadband subscriptions, by speed (number)",2498.0
2015,"Number of fixed broadband subscriptions, by speed (number)",58251.0
2015,"Number of fixed broadband subscriptions, by speed (number)",39862.0
2015,"Number of fixed broadband subscriptions, by speed (number)",100611.0
2016,"Number of fixed broadband subscriptions, by speed (number)",42542.0
2016,"Number of fixed broadband subscriptions, by speed (number)",98353.0
2016,"Number of fixed broadband subscriptions, by speed (number)",3870.0
2016,"Number of fixed broadband subscriptions, by speed (number)",51941.0
2017,"Number of fixed broadband subscriptions, by speed (number)",51376.0
2017,"Number of fixed broadband subscriptions, by speed (number)",111795.0
2017,"Number of fixed broadband subscriptions, by speed (number)",11309.0
2017,"Number of fixed broadband subscriptions, by speed (number)",49110.0
2018,"Number of fixed broadband subscriptions, by speed (number)",47474.0
2018,"Number of fixed broadband subscriptions, by speed (number)",20595.0
2018,"Number of fixed broadband subscriptions, by speed (number)",129820.0
2018,"Number of fixed broadband subscriptions, by speed (number)",61751.0
2019,"Number of fixed broadband subscriptions, by speed (number)",152047.0
2020,"Number of fixed broadband subscriptions, by speed (number)",177363.0
2021,"Number of fixed broadband subscriptions, by speed (number)",208314.0
2022,"Number of fixed broadband subscriptions, by speed (number)",247760.0
2023,"Number of fixed broadband subscriptions, by speed (number)",356839.0
2024,"Number of fixed broadband subscriptions, by speed (number)",747163.0
