Year,Value,Series
2019,2.75,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2019,2.76,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2022,3.68,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2022,3.66,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2023,3.99,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2023,4.0,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2024,5.08,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2024,5.06,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE"
2002,5.65,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2002,8.57,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2002,4.27,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2006,14.81,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2006,11.1,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2006,8.13,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2011,2.81,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2011,2.85,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2011,2.97,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2015,6.76,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2015,6.42,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2015,8.05,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2016,3.88,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2016,4.46,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2016,6.36,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2017,4.08,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2017,3.65,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2017,5.83,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2019,2.56,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2019,2.86,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2019,4.05,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2022,7.18,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2022,5.06,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2022,4.56,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2023,4.26,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2023,4.69,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2023,6.53,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2024,7.55,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2024,5.78,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2024,5.35,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX"
2006,13.6,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2006,11.2,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2006,20.11,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2011,4.0,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2011,2.77,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2011,3.05,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2015,7.3,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2015,6.83,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2015,8.94,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2016,6.66,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2016,4.2,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2016,4.75,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2017,3.64,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2017,3.35,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2017,4.89,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2019,6.66,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2019,2.33,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2019,3.05,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2022,7.55,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2022,6.45,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2022,13.48,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2023,9.9,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2023,5.21,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2023,5.9,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2024,7.09,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2024,6.53,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2024,9.88,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE"
2006,11.92,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2006,7.9,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2006,6.32,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2011,2.85,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2011,2.7,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2011,2.31,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2015,7.36,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2015,6.39,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2015,6.15,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2016,3.63,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2016,4.24,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2016,6.16,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2017,6.51,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2017,4.41,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2017,3.89,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2019,2.71,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2019,2.75,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2019,2.88,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2022,3.66,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2022,3.43,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2022,4.54,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2023,3.67,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2023,3.99,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2023,5.16,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2024,6.54,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2024,5.06,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
2024,4.66,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE"
