Year,Value,Series
2022,0.0615,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,0.1082,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,0.0009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,3.0527,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,1.5235,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,1.1431,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2022,0.2155,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,2.928,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,0.0009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,0.1024,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,0.0582,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,0.2152,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,1.1049,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2023,1.4464,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,0.0571,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,0.0973,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,0.0008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,2.8418,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,1.3859,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,1.0886,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2024,0.2121,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,7382.33,"Domestic material consumption, by type of raw material (tonnes)"
2000,-21987.572,"Domestic material consumption, by type of raw material (tonnes)"
2000,39457560.6398,"Domestic material consumption, by type of raw material (tonnes)"
2000,12913260.3552,"Domestic material consumption, by type of raw material (tonnes)"
2000,394109.2328,"Domestic material consumption, by type of raw material (tonnes)"
2000,1423994.55,"Domestic material consumption, by type of raw material (tonnes)"
2000,24740801.7438,"Domestic material consumption, by type of raw material (tonnes)"
2001,25059950.9001,"Domestic material consumption, by type of raw material (tonnes)"
2001,1512173.498,"Domestic material consumption, by type of raw material (tonnes)"
2001,478493.4445,"Domestic material consumption, by type of raw material (tonnes)"
2001,14559460.1548,"Domestic material consumption, by type of raw material (tonnes)"
2001,41636041.7473,"Domestic material consumption, by type of raw material (tonnes)"
2001,18011.153,"Domestic material consumption, by type of raw material (tonnes)"
2001,7952.597,"Domestic material consumption, by type of raw material (tonnes)"
2002,8330.544,"Domestic material consumption, by type of raw material (tonnes)"
2002,38739326.0221,"Domestic material consumption, by type of raw material (tonnes)"
2002,-102707.294,"Domestic material consumption, by type of raw material (tonnes)"
2002,14157974.0862,"Domestic material consumption, by type of raw material (tonnes)"
2002,508445.8132,"Domestic material consumption, by type of raw material (tonnes)"
2002,1553390.986,"Domestic material consumption, by type of raw material (tonnes)"
2002,22613891.8867,"Domestic material consumption, by type of raw material (tonnes)"
2003,27567.413,"Domestic material consumption, by type of raw material (tonnes)"
2003,46247381.5569,"Domestic material consumption, by type of raw material (tonnes)"
2003,7741.511,"Domestic material consumption, by type of raw material (tonnes)"
2003,26608415.7688,"Domestic material consumption, by type of raw material (tonnes)"
2003,1673655.692,"Domestic material consumption, by type of raw material (tonnes)"
2003,473198.9543,"Domestic material consumption, by type of raw material (tonnes)"
2003,17456802.2178,"Domestic material consumption, by type of raw material (tonnes)"
2004,7141.372,"Domestic material consumption, by type of raw material (tonnes)"
2004,45761984.6734,"Domestic material consumption, by type of raw material (tonnes)"
2004,41436.101,"Domestic material consumption, by type of raw material (tonnes)"
2004,17965508.8541,"Domestic material consumption, by type of raw material (tonnes)"
2004,505495.5413,"Domestic material consumption, by type of raw material (tonnes)"
2004,1611917.171,"Domestic material consumption, by type of raw material (tonnes)"
2004,25630485.634,"Domestic material consumption, by type of raw material (tonnes)"
2005,27736427.6913,"Domestic material consumption, by type of raw material (tonnes)"
2005,1875760.748,"Domestic material consumption, by type of raw material (tonnes)"
2005,495450.2327,"Domestic material consumption, by type of raw material (tonnes)"
2005,18386197.8554,"Domestic material consumption, by type of raw material (tonnes)"
2005,42898.748,"Domestic material consumption, by type of raw material (tonnes)"
2005,7885.992,"Domestic material consumption, by type of raw material (tonnes)"
2005,48544621.2674,"Domestic material consumption, by type of raw material (tonnes)"
2006,11202.12,"Domestic material consumption, by type of raw material (tonnes)"
2006,58898.36,"Domestic material consumption, by type of raw material (tonnes)"
2006,18712584.1078,"Domestic material consumption, by type of raw material (tonnes)"
2006,491102.0451,"Domestic material consumption, by type of raw material (tonnes)"
2006,1307211.907,"Domestic material consumption, by type of raw material (tonnes)"
2006,25075661.7203,"Domestic material consumption, by type of raw material (tonnes)"
2006,45656660.2602,"Domestic material consumption, by type of raw material (tonnes)"
2007,24871613.2323,"Domestic material consumption, by type of raw material (tonnes)"
2007,22020758.3822,"Domestic material consumption, by type of raw material (tonnes)"
2007,1704816.432,"Domestic material consumption, by type of raw material (tonnes)"
2007,618510.3881,"Domestic material consumption, by type of raw material (tonnes)"
2007,584128.262,"Domestic material consumption, by type of raw material (tonnes)"
2007,12971.238,"Domestic material consumption, by type of raw material (tonnes)"
2007,49812797.9346,"Domestic material consumption, by type of raw material (tonnes)"
2008,20101913.8793,"Domestic material consumption, by type of raw material (tonnes)"
2008,31049997.7683,"Domestic material consumption, by type of raw material (tonnes)"
2008,53501217.5259,"Domestic material consumption, by type of raw material (tonnes)"
2008,14797.244,"Domestic material consumption, by type of raw material (tonnes)"
2008,149896.178,"Domestic material consumption, by type of raw material (tonnes)"
2008,521848.1203,"Domestic material consumption, by type of raw material (tonnes)"
2008,1662764.336,"Domestic material consumption, by type of raw material (tonnes)"
2009,30713300.7516,"Domestic material consumption, by type of raw material (tonnes)"
2009,20883229.4097,"Domestic material consumption, by type of raw material (tonnes)"
2009,2542071.6549,"Domestic material consumption, by type of raw material (tonnes)"
2009,1645109.46,"Domestic material consumption, by type of raw material (tonnes)"
2009,137846.07,"Domestic material consumption, by type of raw material (tonnes)"
2009,18077.902,"Domestic material consumption, by type of raw material (tonnes)"
2009,55939635.2482,"Domestic material consumption, by type of raw material (tonnes)"
2010,58577965.1691,"Domestic material consumption, by type of raw material (tonnes)"
2010,18861.938,"Domestic material consumption, by type of raw material (tonnes)"
2010,634664.234,"Domestic material consumption, by type of raw material (tonnes)"
2010,22389728.6807,"Domestic material consumption, by type of raw material (tonnes)"
2010,2224605.562,"Domestic material consumption, by type of raw material (tonnes)"
2010,2206286.662,"Domestic material consumption, by type of raw material (tonnes)"
2010,31103818.0924,"Domestic material consumption, by type of raw material (tonnes)"
2011,17400.168,"Domestic material consumption, by type of raw material (tonnes)"
2011,2375673.587,"Domestic material consumption, by type of raw material (tonnes)"
2011,20277303.3635,"Domestic material consumption, by type of raw material (tonnes)"
2011,52098377.3623,"Domestic material consumption, by type of raw material (tonnes)"
2011,436815.863,"Domestic material consumption, by type of raw material (tonnes)"
2011,26923544.6205,"Domestic material consumption, by type of raw material (tonnes)"
2011,2067639.7603,"Domestic material consumption, by type of raw material (tonnes)"
2012,353594.565,"Domestic material consumption, by type of raw material (tonnes)"
2012,57414994.6068,"Domestic material consumption, by type of raw material (tonnes)"
2012,21611007.0789,"Domestic material consumption, by type of raw material (tonnes)"
2012,2267745.367,"Domestic material consumption, by type of raw material (tonnes)"
2012,17915.099,"Domestic material consumption, by type of raw material (tonnes)"
2012,3259828.7251,"Domestic material consumption, by type of raw material (tonnes)"
2012,29904903.7717,"Domestic material consumption, by type of raw material (tonnes)"
2013,382105.064,"Domestic material consumption, by type of raw material (tonnes)"
2013,29033472.2191,"Domestic material consumption, by type of raw material (tonnes)"
2013,3145672.4461,"Domestic material consumption, by type of raw material (tonnes)"
2013,18362.795,"Domestic material consumption, by type of raw material (tonnes)"
2013,2394906.18,"Domestic material consumption, by type of raw material (tonnes)"
2013,27428772.0214,"Domestic material consumption, by type of raw material (tonnes)"
2013,62403290.7256,"Domestic material consumption, by type of raw material (tonnes)"
2014,431290.008,"Domestic material consumption, by type of raw material (tonnes)"
2014,21584301.5749,"Domestic material consumption, by type of raw material (tonnes)"
2014,2672262.814,"Domestic material consumption, by type of raw material (tonnes)"
2014,18033.363,"Domestic material consumption, by type of raw material (tonnes)"
2014,3303368.7185,"Domestic material consumption, by type of raw material (tonnes)"
2014,29296799.0164,"Domestic material consumption, by type of raw material (tonnes)"
2014,57306055.4949,"Domestic material consumption, by type of raw material (tonnes)"
2015,60801665.8422,"Domestic material consumption, by type of raw material (tonnes)"
2015,34505673.5935,"Domestic material consumption, by type of raw material (tonnes)"
2015,3096599.3621,"Domestic material consumption, by type of raw material (tonnes)"
2015,19245.552,"Domestic material consumption, by type of raw material (tonnes)"
2015,3181318.303,"Domestic material consumption, by type of raw material (tonnes)"
2015,19697790.8826,"Domestic material consumption, by type of raw material (tonnes)"
2015,301038.149,"Domestic material consumption, by type of raw material (tonnes)"
2016,22274.523,"Domestic material consumption, by type of raw material (tonnes)"
2016,3591502.3636,"Domestic material consumption, by type of raw material (tonnes)"
2016,34878090.3772,"Domestic material consumption, by type of raw material (tonnes)"
2016,81270451.2399,"Domestic material consumption, by type of raw material (tonnes)"
2016,259547.064,"Domestic material consumption, by type of raw material (tonnes)"
2016,39414830.1961,"Domestic material consumption, by type of raw material (tonnes)"
2016,3104206.716,"Domestic material consumption, by type of raw material (tonnes)"
2017,70325025.7683,"Domestic material consumption, by type of raw material (tonnes)"
2017,38933542.1876,"Domestic material consumption, by type of raw material (tonnes)"
2017,3893861.8759,"Domestic material consumption, by type of raw material (tonnes)"
2017,23892.605,"Domestic material consumption, by type of raw material (tonnes)"
2017,3350393.643,"Domestic material consumption, by type of raw material (tonnes)"
2017,23138671.0437,"Domestic material consumption, by type of raw material (tonnes)"
2017,984664.413,"Domestic material consumption, by type of raw material (tonnes)"
2018,1528661.988,"Domestic material consumption, by type of raw material (tonnes)"
2018,3840115.577,"Domestic material consumption, by type of raw material (tonnes)"
2018,31924231.4499,"Domestic material consumption, by type of raw material (tonnes)"
2018,25253.008,"Domestic material consumption, by type of raw material (tonnes)"
2018,6504552.5763,"Domestic material consumption, by type of raw material (tonnes)"
2018,42096331.6757,"Domestic material consumption, by type of raw material (tonnes)"
2018,85919146.2749,"Domestic material consumption, by type of raw material (tonnes)"
2019,86598050.8092,"Domestic material consumption, by type of raw material (tonnes)"
2019,41156094.6534,"Domestic material consumption, by type of raw material (tonnes)"
2019,6919818.1221,"Domestic material consumption, by type of raw material (tonnes)"
2019,26625.038,"Domestic material consumption, by type of raw material (tonnes)"
2019,32632153.1607,"Domestic material consumption, by type of raw material (tonnes)"
2019,4038915.853,"Domestic material consumption, by type of raw material (tonnes)"
2019,1824443.982,"Domestic material consumption, by type of raw material (tonnes)"
2020,1800377.9707,"Domestic material consumption, by type of raw material (tonnes)"
2020,3248694.2777,"Domestic material consumption, by type of raw material (tonnes)"
2020,25982.4452,"Domestic material consumption, by type of raw material (tonnes)"
2020,32302766.0984,"Domestic material consumption, by type of raw material (tonnes)"
2020,6075479.8993,"Domestic material consumption, by type of raw material (tonnes)"
2020,47534895.4378,"Domestic material consumption, by type of raw material (tonnes)"
2020,90988196.129,"Domestic material consumption, by type of raw material (tonnes)"
2021,3332718.319,"Domestic material consumption, by type of raw material (tonnes)"
2021,1855227.2356,"Domestic material consumption, by type of raw material (tonnes)"
2021,46666032.9031,"Domestic material consumption, by type of raw material (tonnes)"
2021,92460354.365,"Domestic material consumption, by type of raw material (tonnes)"
2021,6334887.0466,"Domestic material consumption, by type of raw material (tonnes)"
2021,34244522.6185,"Domestic material consumption, by type of raw material (tonnes)"
2021,26966.2422,"Domestic material consumption, by type of raw material (tonnes)"
2022,47246303.0728,"Domestic material consumption, by type of raw material (tonnes)"
2022,1908013.1859,"Domestic material consumption, by type of raw material (tonnes)"
2022,3354313.1678,"Domestic material consumption, by type of raw material (tonnes)"
2022,27677.9732,"Domestic material consumption, by type of raw material (tonnes)"
2022,35449254.6337,"Domestic material consumption, by type of raw material (tonnes)"
2022,6682171.676,"Domestic material consumption, by type of raw material (tonnes)"
2022,94667733.7093,"Domestic material consumption, by type of raw material (tonnes)"
2023,94665558.1898,"Domestic material consumption, by type of raw material (tonnes)"
2023,6957104.82,"Domestic material consumption, by type of raw material (tonnes)"
2023,46763858.3136,"Domestic material consumption, by type of raw material (tonnes)"
2023,35722825.1998,"Domestic material consumption, by type of raw material (tonnes)"
2023,27848.2696,"Domestic material consumption, by type of raw material (tonnes)"
2023,3312215.6133,"Domestic material consumption, by type of raw material (tonnes)"
2023,1881705.9736,"Domestic material consumption, by type of raw material (tonnes)"
2024,3350355.7067,"Domestic material consumption, by type of raw material (tonnes)"
2024,28750.3504,"Domestic material consumption, by type of raw material (tonnes)"
2024,37498341.183,"Domestic material consumption, by type of raw material (tonnes)"
2024,47736514.4138,"Domestic material consumption, by type of raw material (tonnes)"
2024,7306027.7982,"Domestic material consumption, by type of raw material (tonnes)"
2024,97887198.8718,"Domestic material consumption, by type of raw material (tonnes)"
2024,1967209.4196,"Domestic material consumption, by type of raw material (tonnes)"
