Year,Value,Series
2020,1.0907,Lakes and rivers seasonal water area (% of total land area)
2021,1.1138,Lakes and rivers seasonal water area (% of total land area)
2022,1.0415,Lakes and rivers seasonal water area (% of total land area)
2017,12.7514,Lake water quality turbidity (%)
2017,12.909,Lake water quality turbidity (%)
2017,9.2741,Lake water quality turbidity (%)
2017,65.0655,Lake water quality turbidity (%)
2018,10.1494,Lake water quality turbidity (%)
2018,23.8402,Lake water quality turbidity (%)
2018,44.8516,Lake water quality turbidity (%)
2018,21.1588,Lake water quality turbidity (%)
2019,64.8125,Lake water quality turbidity (%)
2019,5.0117,Lake water quality turbidity (%)
2019,6.2987,Lake water quality turbidity (%)
2019,7.2104,Lake water quality turbidity (%)
2020,6.4588,Lake water quality turbidity (%)
2020,5.7023,Lake water quality turbidity (%)
2020,14.8576,Lake water quality turbidity (%)
2020,72.9812,Lake water quality turbidity (%)
2021,21.9667,Lake water quality turbidity (%)
2021,8.9663,Lake water quality turbidity (%)
2021,7.232,Lake water quality turbidity (%)
2021,61.835,Lake water quality turbidity (%)
2017,16.4385,Lake water quality trophic state (%)
2017,0.0614,Lake water quality trophic state (%)
2017,1.1947,Lake water quality trophic state (%)
2017,82.3054,Lake water quality trophic state (%)
2018,96.0391,Lake water quality trophic state (%)
2018,0.0863,Lake water quality trophic state (%)
2018,0.698,Lake water quality trophic state (%)
2018,3.1765,Lake water quality trophic state (%)
2019,0.0146,Lake water quality trophic state (%)
2019,7.2291,Lake water quality trophic state (%)
2019,0.541,Lake water quality trophic state (%)
2019,75.5487,Lake water quality trophic state (%)
2020,0.707,Lake water quality trophic state (%)
2020,0.0635,Lake water quality trophic state (%)
2020,88.1804,Lake water quality trophic state (%)
2020,11.0491,Lake water quality trophic state (%)
2021,0.0939,Lake water quality trophic state (%)
2021,93.2864,Lake water quality trophic state (%)
2021,5.908,Lake water quality trophic state (%)
2021,0.7118,Lake water quality trophic state (%)
2000,-29.5351,Reservoir minimum water area change (%)
2001,-30.8484,Reservoir minimum water area change (%)
2002,-8.6956,Reservoir minimum water area change (%)
2003,14.0115,Reservoir minimum water area change (%)
2004,12.7207,Reservoir minimum water area change (%)
2005,11.8912,Reservoir minimum water area change (%)
2006,11.103,Reservoir minimum water area change (%)
2007,8.9392,Reservoir minimum water area change (%)
2008,7.6328,Reservoir minimum water area change (%)
2009,6.5332,Reservoir minimum water area change (%)
2010,5.796,Reservoir minimum water area change (%)
2011,4.9276,Reservoir minimum water area change (%)
2012,6.2285,Reservoir minimum water area change (%)
2013,5.9117,Reservoir minimum water area change (%)
2014,6.1144,Reservoir minimum water area change (%)
2015,5.6791,Reservoir minimum water area change (%)
2016,-9.7619,Reservoir minimum water area change (%)
2017,-9.7538,Reservoir minimum water area change (%)
2018,-9.3217,Reservoir minimum water area change (%)
2019,-9.5725,Reservoir minimum water area change (%)
2020,-10.8394,Reservoir minimum water area change (%)
2021,0.8133,Reservoir minimum water area change (%)
2022,-0.5273,Reservoir minimum water area change (%)
2000,20.0953,Reservoir minimum water area (square kilometres)
2001,19.7208,Reservoir minimum water area (square kilometres)
2002,26.0384,Reservoir minimum water area (square kilometres)
2003,32.5141,Reservoir minimum water area (square kilometres)
2004,32.1459,Reservoir minimum water area (square kilometres)
2005,31.9094,Reservoir minimum water area (square kilometres)
2006,31.6846,Reservoir minimum water area (square kilometres)
2007,31.0675,Reservoir minimum water area (square kilometres)
2008,30.695,Reservoir minimum water area (square kilometres)
2009,30.3814,Reservoir minimum water area (square kilometres)
2010,30.1712,Reservoir minimum water area (square kilometres)
2011,29.9235,Reservoir minimum water area (square kilometres)
2012,30.2945,Reservoir minimum water area (square kilometres)
2013,30.2041,Reservoir minimum water area (square kilometres)
2014,30.2619,Reservoir minimum water area (square kilometres)
2015,30.1378,Reservoir minimum water area (square kilometres)
2016,25.7343,Reservoir minimum water area (square kilometres)
2017,25.7366,Reservoir minimum water area (square kilometres)
2018,25.8598,Reservoir minimum water area (square kilometres)
2019,25.7883,Reservoir minimum water area (square kilometres)
2020,25.427,Reservoir minimum water area (square kilometres)
2021,28.7502,Reservoir minimum water area (square kilometres)
2022,28.3678,Reservoir minimum water area (square kilometres)
2000,0.0102,Reservoir minimum water area (% of total land area)
2001,0.01,Reservoir minimum water area (% of total land area)
2002,0.0132,Reservoir minimum water area (% of total land area)
2003,0.0165,Reservoir minimum water area (% of total land area)
2004,0.0163,Reservoir minimum water area (% of total land area)
2005,0.0162,Reservoir minimum water area (% of total land area)
2006,0.0161,Reservoir minimum water area (% of total land area)
2007,0.0158,Reservoir minimum water area (% of total land area)
2008,0.0156,Reservoir minimum water area (% of total land area)
2009,0.0154,Reservoir minimum water area (% of total land area)
2010,0.0153,Reservoir minimum water area (% of total land area)
2011,0.0152,Reservoir minimum water area (% of total land area)
2012,0.0154,Reservoir minimum water area (% of total land area)
2013,0.0154,Reservoir minimum water area (% of total land area)
2014,0.0154,Reservoir minimum water area (% of total land area)
2015,0.0153,Reservoir minimum water area (% of total land area)
2016,0.0131,Reservoir minimum water area (% of total land area)
2017,0.0131,Reservoir minimum water area (% of total land area)
2018,0.0132,Reservoir minimum water area (% of total land area)
2019,0.0131,Reservoir minimum water area (% of total land area)
2020,0.0129,Reservoir minimum water area (% of total land area)
2021,0.0146,Reservoir minimum water area (% of total land area)
2022,0.0144,Reservoir minimum water area (% of total land area)
2000,39.4617,Reservoir maximum water area (square kilometres)
2001,40.4545,Reservoir maximum water area (square kilometres)
2002,55.1782,Reservoir maximum water area (square kilometres)
2003,69.6342,Reservoir maximum water area (square kilometres)
2004,73.0105,Reservoir maximum water area (square kilometres)
2005,70.5966,Reservoir maximum water area (square kilometres)
2006,68.5063,Reservoir maximum water area (square kilometres)
2007,66.1014,Reservoir maximum water area (square kilometres)
2008,65.4943,Reservoir maximum water area (square kilometres)
2009,62.4146,Reservoir maximum water area (square kilometres)
2010,63.9734,Reservoir maximum water area (square kilometres)
2011,62.9686,Reservoir maximum water area (square kilometres)
2012,61.7125,Reservoir maximum water area (square kilometres)
2013,61.6901,Reservoir maximum water area (square kilometres)
2014,62.7311,Reservoir maximum water area (square kilometres)
2015,59.5305,Reservoir maximum water area (square kilometres)
2016,62.6086,Reservoir maximum water area (square kilometres)
2017,64.9504,Reservoir maximum water area (square kilometres)
2018,62.541,Reservoir maximum water area (square kilometres)
2019,64.1856,Reservoir maximum water area (square kilometres)
2020,67.2686,Reservoir maximum water area (square kilometres)
2021,67.5084,Reservoir maximum water area (square kilometres)
2022,64.9831,Reservoir maximum water area (square kilometres)
2000,0.0201,Reservoir maximum water area (% of total land area)
2001,0.0206,Reservoir maximum water area (% of total land area)
2002,0.028,Reservoir maximum water area (% of total land area)
2003,0.0354,Reservoir maximum water area (% of total land area)
2004,0.0371,Reservoir maximum water area (% of total land area)
2005,0.0359,Reservoir maximum water area (% of total land area)
2006,0.0348,Reservoir maximum water area (% of total land area)
2007,0.0336,Reservoir maximum water area (% of total land area)
2008,0.0333,Reservoir maximum water area (% of total land area)
2009,0.0317,Reservoir maximum water area (% of total land area)
2010,0.0325,Reservoir maximum water area (% of total land area)
2011,0.032,Reservoir maximum water area (% of total land area)
2012,0.0314,Reservoir maximum water area (% of total land area)
2013,0.0314,Reservoir maximum water area (% of total land area)
2014,0.0319,Reservoir maximum water area (% of total land area)
2015,0.0303,Reservoir maximum water area (% of total land area)
2016,0.0318,Reservoir maximum water area (% of total land area)
2017,0.033,Reservoir maximum water area (% of total land area)
2018,0.0318,Reservoir maximum water area (% of total land area)
2019,0.0326,Reservoir maximum water area (% of total land area)
2020,0.0342,Reservoir maximum water area (% of total land area)
2021,0.0343,Reservoir maximum water area (% of total land area)
2022,0.033,Reservoir maximum water area (% of total land area)
2005,0.6296,Change in minimum river flow (%)
2006,-6.697,Change in minimum river flow (%)
2007,-11.6314,Change in minimum river flow (%)
2008,-13.3131,Change in minimum river flow (%)
2009,-3.6256,Change in minimum river flow (%)
2010,-12.2224,Change in minimum river flow (%)
2011,-4.8689,Change in minimum river flow (%)
2012,7.1615,Change in minimum river flow (%)
2013,19.1054,Change in minimum river flow (%)
2014,16.2772,Change in minimum river flow (%)
2015,10.2359,Change in minimum river flow (%)
2016,-1.7155,Change in minimum river flow (%)
2017,-8.1978,Change in minimum river flow (%)
2018,-4.2972,Change in minimum river flow (%)
2019,-8.8066,Change in minimum river flow (%)
2020,1.3569,Change in minimum river flow (%)
2021,19.1948,Change in minimum river flow (%)
2022,36.0231,Change in minimum river flow (%)
2023,36.4603,Change in minimum river flow (%)
2024,44.8591,Change in minimum river flow (%)
2005,5902.5322,River flow minimum (m3/s)
2006,5472.7822,River flow minimum (m3/s)
2007,5183.3491,River flow minimum (m3/s)
2008,5084.708,River flow minimum (m3/s)
2009,5652.939,River flow minimum (m3/s)
2010,5148.689,River flow minimum (m3/s)
2011,5580.0151,River flow minimum (m3/s)
2012,6285.669,River flow minimum (m3/s)
2013,6986.249,River flow minimum (m3/s)
2014,6820.3579,River flow minimum (m3/s)
2015,6466.0,River flow minimum (m3/s)
2016,5764.98,River flow minimum (m3/s)
2017,5384.7559,River flow minimum (m3/s)
2018,5613.5498,River flow minimum (m3/s)
2019,5349.043,River flow minimum (m3/s)
2020,5945.1948,River flow minimum (m3/s)
2021,6991.4951,River flow minimum (m3/s)
2022,7978.5781,River flow minimum (m3/s)
2023,8004.2231,River flow minimum (m3/s)
2024,8496.8613,River flow minimum (m3/s)
2005,-16.8202,Change in maximum river flow (%)
2006,-23.2092,Change in maximum river flow (%)
2007,-29.3318,Change in maximum river flow (%)
2008,-15.7771,Change in maximum river flow (%)
2009,-27.9271,Change in maximum river flow (%)
2010,-12.9729,Change in maximum river flow (%)
2011,1.4907,Change in maximum river flow (%)
2012,16.2961,Change in maximum river flow (%)
2013,8.1019,Change in maximum river flow (%)
2014,7.8038,Change in maximum river flow (%)
2015,-8.7832,Change in maximum river flow (%)
2016,-13.5805,Change in maximum river flow (%)
2017,-10.7135,Change in maximum river flow (%)
2018,-14.7178,Change in maximum river flow (%)
2019,10.1183,Change in maximum river flow (%)
2020,38.5763,Change in maximum river flow (%)
2021,66.1782,Change in maximum river flow (%)
2022,61.8471,Change in maximum river flow (%)
2023,73.1706,Change in maximum river flow (%)
2024,49.6735,Change in maximum river flow (%)
2005,65928.2969,River flow maximum (m3/s)
2006,60864.3906,River flow maximum (m3/s)
2007,56011.6094,River flow maximum (m3/s)
2008,66755.0703,River flow maximum (m3/s)
2009,57124.9688,River flow maximum (m3/s)
2010,68977.6875,River flow maximum (m3/s)
2011,80441.5234,River flow maximum (m3/s)
2012,92176.2812,River flow maximum (m3/s)
2013,85681.5469,River flow maximum (m3/s)
2014,85445.2266,River flow maximum (m3/s)
2015,72298.4062,River flow maximum (m3/s)
2016,68496.0469,River flow maximum (m3/s)
2017,70768.4609,River flow maximum (m3/s)
2018,67594.6562,River flow maximum (m3/s)
2019,87279.7031,River flow maximum (m3/s)
2020,109835.5,River flow maximum (m3/s)
2021,131712.7969,River flow maximum (m3/s)
2022,128280.0,River flow maximum (m3/s)
2023,137255.0,River flow maximum (m3/s)
2024,118631.2031,River flow maximum (m3/s)
2021,1400.0,Extent of human made wetlands (square kilometres)
2021,32000.0,Extent of inland wetlands (square kilometres)
2007,1.7167,Mangrove total area change (%)
2008,1.5199,Mangrove total area change (%)
2009,1.4573,Mangrove total area change (%)
2010,1.0486,Mangrove total area change (%)
2015,0.6906,Mangrove total area change (%)
2016,0.1898,Mangrove total area change (%)
2017,0.1891,Mangrove total area change (%)
2018,0.3384,Mangrove total area change (%)
2019,0.5636,Mangrove total area change (%)
2020,0.2934,Mangrove total area change (%)
2000,1266.0283,Mangrove area (square kilometres)
2007,1287.762,Mangrove area (square kilometres)
2008,1285.2709,Mangrove area (square kilometres)
2009,1284.4779,Mangrove area (square kilometres)
2010,1279.3037,Mangrove area (square kilometres)
2015,1274.7719,Mangrove area (square kilometres)
2016,1268.4313,Mangrove area (square kilometres)
2017,1268.4224,Mangrove area (square kilometres)
2018,1270.3123,Mangrove area (square kilometres)
2019,1273.1643,Mangrove area (square kilometres)
2020,1269.7426,Mangrove area (square kilometres)
2017,3123.5338,Wetlands area (square kilometres)
2017,1.49,Wetlands area (% of total land area)
