Year,Value,Series
2021,9.4043,"Foreign direct investment, net inflows, as a proportion of GDP (%)"
2022,10.5411,"Foreign direct investment, net inflows, as a proportion of GDP (%)"
2023,15.6045,"Foreign direct investment, net inflows, as a proportion of GDP (%)"
2024,6.1461,"Foreign direct investment, net inflows, as a proportion of GDP (%)"
2014,40.128,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2015,43.7968,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2016,48.1103,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2017,47.9705,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2018,55.5864,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2019,60.0303,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2020,63.0675,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2021,67.4741,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2022,67.632,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2023,75.1121,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
2000,61.6895,External debt stocks as a proportion of GNI (%)
2001,57.5583,External debt stocks as a proportion of GNI (%)
2002,59.6555,External debt stocks as a proportion of GNI (%)
2003,50.6997,External debt stocks as a proportion of GNI (%)
2004,39.4451,External debt stocks as a proportion of GNI (%)
2005,35.3572,External debt stocks as a proportion of GNI (%)
2006,16.6357,External debt stocks as a proportion of GNI (%)
2007,18.5672,External debt stocks as a proportion of GNI (%)
2008,16.9573,External debt stocks as a proportion of GNI (%)
2009,23.2841,External debt stocks as a proportion of GNI (%)
2010,29.1069,External debt stocks as a proportion of GNI (%)
2011,33.0932,External debt stocks as a proportion of GNI (%)
2012,40.9304,External debt stocks as a proportion of GNI (%)
2013,43.9606,External debt stocks as a proportion of GNI (%)
2014,55.4083,External debt stocks as a proportion of GNI (%)
2015,60.4794,External debt stocks as a proportion of GNI (%)
2016,61.7783,External debt stocks as a proportion of GNI (%)
2017,69.7335,External debt stocks as a proportion of GNI (%)
2018,88.9673,External debt stocks as a proportion of GNI (%)
2019,91.3065,External debt stocks as a proportion of GNI (%)
2020,107.856,External debt stocks as a proportion of GNI (%)
2021,114.3834,External debt stocks as a proportion of GNI (%)
2022,132.2979,External debt stocks as a proportion of GNI (%)
2023,153.2474,External debt stocks as a proportion of GNI (%)
2024,150.6902,External debt stocks as a proportion of GNI (%)
2000,10.8194,Annual broad money growth (%)
2001,-8.6228,Annual broad money growth (%)
2002,7.2991,Annual broad money growth (%)
2003,33.0422,Annual broad money growth (%)
2004,14.778,Annual broad money growth (%)
2005,9.3228,Annual broad money growth (%)
2006,12.2536,Annual broad money growth (%)
2007,12.9299,Annual broad money growth (%)
2008,9.4299,Annual broad money growth (%)
2009,13.2108,Annual broad money growth (%)
2010,11.4211,Annual broad money growth (%)
2011,7.498,Annual broad money growth (%)
2012,6.1957,Annual broad money growth (%)
2013,8.0391,Annual broad money growth (%)
2014,11.1197,Annual broad money growth (%)
2015,19.5699,Annual broad money growth (%)
2016,13.7243,Annual broad money growth (%)
2017,9.2531,Annual broad money growth (%)
2018,14.1496,Annual broad money growth (%)
2019,8.2195,Annual broad money growth (%)
2020,12.3385,Annual broad money growth (%)
2021,15.3406,Annual broad money growth (%)
2022,21.57,Annual broad money growth (%)
2023,9.6091,Annual broad money growth (%)
2024,3.855,Annual broad money growth (%)
2000,0.732,"Annual inflation, consumer prices (%)"
2001,2.9745,"Annual inflation, consumer prices (%)"
2002,2.3373,"Annual inflation, consumer prices (%)"
2003,-0.052,"Annual inflation, consumer prices (%)"
2004,0.5148,"Annual inflation, consumer prices (%)"
2005,1.7113,"Annual inflation, consumer prices (%)"
2006,2.1123,"Annual inflation, consumer prices (%)"
2007,5.8533,"Annual inflation, consumer prices (%)"
2008,7.3472,"Annual inflation, consumer prices (%)"
2009,-2.248,"Annual inflation, consumer prices (%)"
2010,1.2287,"Annual inflation, consumer prices (%)"
2011,3.4032,"Annual inflation, consumer prices (%)"
2012,1.4182,"Annual inflation, consumer prices (%)"
2013,0.7102,"Annual inflation, consumer prices (%)"
2014,-1.0903,"Annual inflation, consumer prices (%)"
2015,0.1352,"Annual inflation, consumer prices (%)"
2016,0.8373,"Annual inflation, consumer prices (%)"
2017,1.3182,"Annual inflation, consumer prices (%)"
2018,0.461,"Annual inflation, consumer prices (%)"
2019,1.7601,"Annual inflation, consumer prices (%)"
2020,2.5431,"Annual inflation, consumer prices (%)"
2021,2.1803,"Annual inflation, consumer prices (%)"
2022,9.6968,"Annual inflation, consumer prices (%)"
2023,5.9395,"Annual inflation, consumer prices (%)"
2024,0.8045,"Annual inflation, consumer prices (%)"
2015,-18.2989,Cash surplus/deficit as a proportion of GDP (%)
2016,-18.3101,Cash surplus/deficit as a proportion of GDP (%)
2017,-19.7879,Cash surplus/deficit as a proportion of GDP (%)
2018,-19.8471,Cash surplus/deficit as a proportion of GDP (%)
2019,-21.233,Cash surplus/deficit as a proportion of GDP (%)
2020,-20.9459,Cash surplus/deficit as a proportion of GDP (%)
2021,-19.5889,Cash surplus/deficit as a proportion of GDP (%)
2022,-23.1233,Cash surplus/deficit as a proportion of GDP (%)
2023,-23.5632,Cash surplus/deficit as a proportion of GDP (%)
2015,15.7743,Tax revenue as a proportion of GDP (%)
2016,16.3712,Tax revenue as a proportion of GDP (%)
2017,15.9065,Tax revenue as a proportion of GDP (%)
2018,16.3783,Tax revenue as a proportion of GDP (%)
2019,18.4193,Tax revenue as a proportion of GDP (%)
2020,17.4488,Tax revenue as a proportion of GDP (%)
2021,17.5501,Tax revenue as a proportion of GDP (%)
2022,18.5925,Tax revenue as a proportion of GDP (%)
2023,19.5371,Tax revenue as a proportion of GDP (%)
2000,1.1752,Annual growth of the general government final consumption expenditure (%)
2001,1.5437,Annual growth of the general government final consumption expenditure (%)
2002,4.0734,Annual growth of the general government final consumption expenditure (%)
2003,1.7498,Annual growth of the general government final consumption expenditure (%)
2004,6.2851,Annual growth of the general government final consumption expenditure (%)
2005,5.5503,Annual growth of the general government final consumption expenditure (%)
2006,4.0057,Annual growth of the general government final consumption expenditure (%)
2007,6.5016,Annual growth of the general government final consumption expenditure (%)
2008,1.2279,Annual growth of the general government final consumption expenditure (%)
2009,1.7031,Annual growth of the general government final consumption expenditure (%)
2010,2.5347,Annual growth of the general government final consumption expenditure (%)
2011,5.4856,Annual growth of the general government final consumption expenditure (%)
2012,2.9136,Annual growth of the general government final consumption expenditure (%)
2013,1.6635,Annual growth of the general government final consumption expenditure (%)
2014,2.2976,Annual growth of the general government final consumption expenditure (%)
2015,5.6615,Annual growth of the general government final consumption expenditure (%)
2016,4.3242,Annual growth of the general government final consumption expenditure (%)
2017,4.0309,Annual growth of the general government final consumption expenditure (%)
2018,3.4813,Annual growth of the general government final consumption expenditure (%)
2019,7.5268,Annual growth of the general government final consumption expenditure (%)
2020,0.8353,Annual growth of the general government final consumption expenditure (%)
2021,14.425,Annual growth of the general government final consumption expenditure (%)
2022,1.723,Annual growth of the general government final consumption expenditure (%)
2023,4.9702,Annual growth of the general government final consumption expenditure (%)
2024,4.4073,Annual growth of the general government final consumption expenditure (%)
2000,3.3247,Annual growth of households and NPISHs final consumption expenditure (%)
2001,5.912,Annual growth of households and NPISHs final consumption expenditure (%)
2002,1.2191,Annual growth of households and NPISHs final consumption expenditure (%)
2003,5.1759,Annual growth of households and NPISHs final consumption expenditure (%)
2004,2.3921,Annual growth of households and NPISHs final consumption expenditure (%)
2005,3.4274,Annual growth of households and NPISHs final consumption expenditure (%)
2006,4.8907,Annual growth of households and NPISHs final consumption expenditure (%)
2007,3.601,Annual growth of households and NPISHs final consumption expenditure (%)
2008,3.8341,Annual growth of households and NPISHs final consumption expenditure (%)
2009,3.2557,Annual growth of households and NPISHs final consumption expenditure (%)
2010,2.1971,Annual growth of households and NPISHs final consumption expenditure (%)
2011,0.728,Annual growth of households and NPISHs final consumption expenditure (%)
2012,2.8579,Annual growth of households and NPISHs final consumption expenditure (%)
2013,3.0929,Annual growth of households and NPISHs final consumption expenditure (%)
2014,5.2536,Annual growth of households and NPISHs final consumption expenditure (%)
2015,4.4403,Annual growth of households and NPISHs final consumption expenditure (%)
2016,5.2901,Annual growth of households and NPISHs final consumption expenditure (%)
2017,4.8808,Annual growth of households and NPISHs final consumption expenditure (%)
2018,4.749,Annual growth of households and NPISHs final consumption expenditure (%)
2019,3.8264,Annual growth of households and NPISHs final consumption expenditure (%)
2020,2.314,Annual growth of households and NPISHs final consumption expenditure (%)
2021,3.3599,Annual growth of households and NPISHs final consumption expenditure (%)
2022,3.8431,Annual growth of households and NPISHs final consumption expenditure (%)
2023,4.9987,Annual growth of households and NPISHs final consumption expenditure (%)
2024,2.9677,Annual growth of households and NPISHs final consumption expenditure (%)
2000,7.1116,Annual growth of exports of goods and services (%)
2001,-6.0026,Annual growth of exports of goods and services (%)
2002,12.9551,Annual growth of exports of goods and services (%)
2003,-3.6209,Annual growth of exports of goods and services (%)
2004,12.9756,Annual growth of exports of goods and services (%)
2005,-4.0452,Annual growth of exports of goods and services (%)
2006,5.9953,Annual growth of exports of goods and services (%)
2007,2.2311,Annual growth of exports of goods and services (%)
2008,1.0307,Annual growth of exports of goods and services (%)
2009,1.8171,Annual growth of exports of goods and services (%)
2010,-0.8021,Annual growth of exports of goods and services (%)
2011,2.1288,Annual growth of exports of goods and services (%)
2012,7.2653,Annual growth of exports of goods and services (%)
2013,-2.7809,Annual growth of exports of goods and services (%)
2014,4.6361,Annual growth of exports of goods and services (%)
2015,9.3622,Annual growth of exports of goods and services (%)
2016,4.1477,Annual growth of exports of goods and services (%)
2017,8.1827,Annual growth of exports of goods and services (%)
2018,8.1891,Annual growth of exports of goods and services (%)
2019,14.6951,Annual growth of exports of goods and services (%)
2020,-13.2303,Annual growth of exports of goods and services (%)
2021,22.5418,Annual growth of exports of goods and services (%)
2022,3.6904,Annual growth of exports of goods and services (%)
2023,-6.0384,Annual growth of exports of goods and services (%)
2024,12.5984,Annual growth of exports of goods and services (%)
2000,-4.5546,Annual growth of the gross capital formation (%)
2001,42.3229,Annual growth of the gross capital formation (%)
2002,-22.846,Annual growth of the gross capital formation (%)
2003,33.6314,Annual growth of the gross capital formation (%)
2004,-0.6989,Annual growth of the gross capital formation (%)
2005,17.628,Annual growth of the gross capital formation (%)
2006,-4.6767,Annual growth of the gross capital formation (%)
2007,12.7841,Annual growth of the gross capital formation (%)
2008,-5.16,Annual growth of the gross capital formation (%)
2009,-1.4523,Annual growth of the gross capital formation (%)
2010,5.607,Annual growth of the gross capital formation (%)
2011,5.6262,Annual growth of the gross capital formation (%)
2012,7.4644,Annual growth of the gross capital formation (%)
2013,13.5376,Annual growth of the gross capital formation (%)
2014,21.0153,Annual growth of the gross capital formation (%)
2015,11.7189,Annual growth of the gross capital formation (%)
2016,12.6647,Annual growth of the gross capital formation (%)
2017,26.8815,Annual growth of the gross capital formation (%)
2018,12.4058,Annual growth of the gross capital formation (%)
2019,1.3098,Annual growth of the gross capital formation (%)
2020,16.7938,Annual growth of the gross capital formation (%)
2021,11.4887,Annual growth of the gross capital formation (%)
2022,17.0088,Annual growth of the gross capital formation (%)
2023,2.9332,Annual growth of the gross capital formation (%)
2024,5.192,Annual growth of the gross capital formation (%)
2000,-0.6261,Annual growth of imports of goods and services (%)
2001,16.9924,Annual growth of imports of goods and services (%)
2002,-0.4151,Annual growth of imports of goods and services (%)
2003,8.7285,Annual growth of imports of goods and services (%)
2004,3.0296,Annual growth of imports of goods and services (%)
2005,3.8442,Annual growth of imports of goods and services (%)
2006,7.0202,Annual growth of imports of goods and services (%)
2007,11.3308,Annual growth of imports of goods and services (%)
2008,-3.8652,Annual growth of imports of goods and services (%)
2009,0.3952,Annual growth of imports of goods and services (%)
2010,-1.3883,Annual growth of imports of goods and services (%)
2011,4.9336,Annual growth of imports of goods and services (%)
2012,5.1788,Annual growth of imports of goods and services (%)
2013,6.7549,Annual growth of imports of goods and services (%)
2014,11.0156,Annual growth of imports of goods and services (%)
2015,7.7374,Annual growth of imports of goods and services (%)
2016,6.7482,Annual growth of imports of goods and services (%)
2017,16.7135,Annual growth of imports of goods and services (%)
2018,9.0148,Annual growth of imports of goods and services (%)
2019,6.8409,Annual growth of imports of goods and services (%)
2020,6.9781,Annual growth of imports of goods and services (%)
2021,16.002,Annual growth of imports of goods and services (%)
2022,14.4491,Annual growth of imports of goods and services (%)
2023,-0.4273,Annual growth of imports of goods and services (%)
2024,3.4811,Annual growth of imports of goods and services (%)
2000,3.8872,Annual GDP growth (%)
2001,4.3109,Annual GDP growth (%)
2002,0.0687,Annual GDP growth (%)
2003,5.594,Annual GDP growth (%)
2004,4.6433,Annual GDP growth (%)
2005,4.3102,Annual GDP growth (%)
2006,2.3308,Annual GDP growth (%)
2007,2.8271,Annual GDP growth (%)
2008,3.7032,Annual GDP growth (%)
2009,2.7521,Annual GDP growth (%)
2010,3.3909,Annual GDP growth (%)
2011,1.3341,Annual GDP growth (%)
2012,4.003,Annual GDP growth (%)
2013,2.4124,Annual GDP growth (%)
2014,6.2241,Annual GDP growth (%)
2015,6.367,Annual GDP growth (%)
2016,6.3561,Annual GDP growth (%)
2017,7.4075,Annual GDP growth (%)
2018,6.2092,Annual GDP growth (%)
2019,4.6136,Annual GDP growth (%)
2020,1.3421,Annual GDP growth (%)
2021,6.544,Annual GDP growth (%)
2022,3.8504,Annual GDP growth (%)
2023,4.2574,Annual GDP growth (%)
2024,6.0606,Annual GDP growth (%)
2000,710.208,DEC alternative conversion factor (in local currency unit per United States dollar)
2001,732.3977,DEC alternative conversion factor (in local currency unit per United States dollar)
2002,693.7132,DEC alternative conversion factor (in local currency unit per United States dollar)
2003,579.8974,DEC alternative conversion factor (in local currency unit per United States dollar)
2004,527.338,DEC alternative conversion factor (in local currency unit per United States dollar)
2005,527.2584,DEC alternative conversion factor (in local currency unit per United States dollar)
2006,522.4256,DEC alternative conversion factor (in local currency unit per United States dollar)
2007,478.6337,DEC alternative conversion factor (in local currency unit per United States dollar)
2008,446.0,DEC alternative conversion factor (in local currency unit per United States dollar)
2009,470.2934,DEC alternative conversion factor (in local currency unit per United States dollar)
2010,494.7943,DEC alternative conversion factor (in local currency unit per United States dollar)
2011,471.2486,DEC alternative conversion factor (in local currency unit per United States dollar)
2012,510.5563,DEC alternative conversion factor (in local currency unit per United States dollar)
2013,493.8996,DEC alternative conversion factor (in local currency unit per United States dollar)
2014,493.7573,DEC alternative conversion factor (in local currency unit per United States dollar)
2015,591.2117,DEC alternative conversion factor (in local currency unit per United States dollar)
2016,592.6056,DEC alternative conversion factor (in local currency unit per United States dollar)
2017,580.6567,DEC alternative conversion factor (in local currency unit per United States dollar)
2018,555.4465,DEC alternative conversion factor (in local currency unit per United States dollar)
2019,585.911,DEC alternative conversion factor (in local currency unit per United States dollar)
2020,575.586,DEC alternative conversion factor (in local currency unit per United States dollar)
2021,554.5307,DEC alternative conversion factor (in local currency unit per United States dollar)
2022,623.7597,DEC alternative conversion factor (in local currency unit per United States dollar)
2023,606.5697,DEC alternative conversion factor (in local currency unit per United States dollar)
2024,606.3453,DEC alternative conversion factor (in local currency unit per United States dollar)
2000,40.5609,Merchandise trade as a proportion of GDP (%)
2001,41.9956,Merchandise trade as a proportion of GDP (%)
2002,43.1748,Merchandise trade as a proportion of GDP (%)
2003,41.6024,Merchandise trade as a proportion of GDP (%)
2004,43.1485,Merchandise trade as a proportion of GDP (%)
2005,46.1076,Merchandise trade as a proportion of GDP (%)
2006,45.008,Merchandise trade as a proportion of GDP (%)
2007,46.7693,Merchandise trade as a proportion of GDP (%)
2008,51.608,Merchandise trade as a proportion of GDP (%)
2009,41.6825,Merchandise trade as a proportion of GDP (%)
2010,43.0672,Merchandise trade as a proportion of GDP (%)
2011,47.4395,Merchandise trade as a proportion of GDP (%)
2012,50.7676,Merchandise trade as a proportion of GDP (%)
2013,48.6979,Merchandise trade as a proportion of GDP (%)
2014,47.0015,Merchandise trade as a proportion of GDP (%)
2015,46.1722,Merchandise trade as a proportion of GDP (%)
2016,42.6359,Merchandise trade as a proportion of GDP (%)
2017,46.2838,Merchandise trade as a proportion of GDP (%)
2018,50.5868,Merchandise trade as a proportion of GDP (%)
2019,52.6534,Merchandise trade as a proportion of GDP (%)
2020,47.8628,Merchandise trade as a proportion of GDP (%)
2021,54.1445,Merchandise trade as a proportion of GDP (%)
2022,63.9772,Merchandise trade as a proportion of GDP (%)
2023,56.0197,Merchandise trade as a proportion of GDP (%)
2024,55.5108,Merchandise trade as a proportion of GDP (%)
